SAPNo,ShortText,Size,BasicMaterial,Manufacturer,PartNo,DrawingNo,KeyNoun,POTextNo,UnitOfMeasure,PO Text Header,,,,
1025614,SOLENOID NUMATICS L01SS4872,120V,COMML,NUMATICS,L01SS4872,,SOLENOID,10428,EA,"NUMATICS, INCORPORATED",,,,
1142455,SOLENOID OILGEAR 401103-011,NA,COMML,OILGEAR,401103-011,,SOLENOID,19259,EA,OILGEAR CO.,,,,
1033287,SOLENOID PARK-HAN AL41533BKN4900B,24V,COMML,PARK-HAN,AL41533BKN4900B,,SOLENOID,5777,EA,PARKER HANNIFIN CORPORATION,,,,
1035138,SOLENOID PARK-HAN F3162BGC19001A,24V,COMML,PARK-HAN,F3162BGC19001A,,SOLENOID,5777,EA,PARKER HANNIFIN CORPORATION,,,,
258560,SOLENOID PORTEC-A 0-014993,24V,NA,PORTEC-A,0-014993,,SOLENOID,18923,EA,"PORTEC INC., AUTOMATIVE SYS.D.",,,,
91149,SOLENOID RAY-CORP 114-003-096/001,NA,PLASTIC,RAY-CORP,114-003-096/001,,SOLENOID,11661,EA,THE RAYMOND CORPORATION,,,,
281403,SOLENOID RUGER-EQ 204723,115V,NA,RUGER-EQ,204723,,SOLENOID,16489,EA,"RUGER EQUIPMENT CO.,INC.",,,,
306949,SOLENOID SENTRONIC CA-6051 24VDC,24VDC,STEEL,SENTRONIC,CA-6051,,SOLENOID,19889,EA,SENTRONIC INTERNATIONAL,,,,
65547,SOLENOID SIEMENS 3WX3151-1JJ00 240V,240V,NA,SIEMENS,3WX3151-1JJ00,,SOLENOID,8115,EA,SIEMENS CORPORATION,,,,
1165110,SOLENOID SKINNER 702X8DIA 110V,110V,COMML,SKINNER,702X8DIA,,SOLENOID,11604,EA,"SKINNER VALVE DIVISION, HONEYWELL INC.",,,,
1034060,SOLENOID SMC-PNEU NVJ114Y,NA,COMML,SMC-PNEU,NVJ114Y,,SOLENOID,17199,EA,"SMC PNEUMATICS, INC.",,,,
1034061,SOLENOID SMC-PNEU VJ324Y-5LOZ,NA,COMML,SMC-PNEU,VJ324Y-5LOZ,,SOLENOID,17199,EA,"SMC PNEUMATICS, INC.",,,,
1018726,SOLENOID SPORLAN MB18S2-120,NA,COMML,SPORLAN,MB18S2-120,,SOLENOID,9929,EA,SPORLAN VALVE COMPANY,,,,
336469,SOLENOID SPORLAN MKC-2/B9S2,120/208/240V,COMML,SPORLAN,MKC-2/B9S2,,SOLENOID,9929,EA,SPORLAN VALVE COMPANY,,,,
303064,SOLENOID STEARN-M 566504100/566640233,230V,COMML,STEARN-M,566504100/566640233,,SOLENOID,10828,EA,STEARNS MAGNETICS INCORPORATED,,,,
1074327,SOLENOID STRANCO 9571341,NA,COMML,STRANCO,9571341,,SOLENOID,10083,EA,STRANCO,,,,
221759,SOLENOID US-MOTOR R772307,NA,NA,US-MOTOR,R772307,,SOLENOID,15119,EA,U S MOTORS CORPORATION,,,,
1025161,SOLENOID VICKERS 281291,115V,COMML,VICKERS,281291,,SOLENOID,8973,EA,VICKERS INCORPORATED,,,,
48201,SOLENOID VME-AMER 119-879,NA,NA,VME-GRP,119-879,,SOLENOID,10452,EA,THE VME GROUP,,,,
1084491,SOLENOID WACHENHA S-8RW-004458,1.6A 42V,COMML,WACHENHA,S-8RW-004458,,SOLENOID,25030,EA,WACHENHAUSEN GMBH,,,,
190189,SOLENOID WALC-TIE U-27827,NA,NA,WALC-TIE,U-27827,,SOLENOID,9293,EA,WALLACE & TIERNAN INCORPORATED,,,,
1060044,SOLENOID WIL-MAN DH-2-1-3/8,NA,COMML,WIL-MAN,DH-2-1-3/8,,SOLENOID,16841,EA,WIL-MAN AMERICA INCORPORATED,,,,
182727,SOLENOID YALE 5012703-05,24V,NA,YALE,5012703-05,,SOLENOID,6117,EA,"YALE SECURITY, INCORPORATED",,,,
1290532,SOLENOID BRAKE BAKER-I 895652A,120V,NA,BAKER-I,895652A,,SOLENOID,10667,EA,BAKER INTERNATIONAL CORPORATION,,,,
1159858,SOLENOID BRAKE HILLS-MC 1418977,NA,COMML,HILLS-MC,1418977,,SOLENOID,17506,EA,"MCCANNA, INC. (FORMERLY HILLS-MCCA)",,,,
1113944,SOLENOID BRAKE STEARN-M 5-12-5547-00,NA,COMML,STEARN-M,5-12-5547-00,,SOLENOID,10828,EA,STEARNS MAGNETICS INCORPORATED,,,,
186201,"SOLENOID CUTTER CLIPPARD D20-08-1/2""",NA,NA,CLIPPARD,"D20-08-1/2""",,SOLENOID,9451,EA,"CLIPPARD INSTRUMENTS LABORATORY,                                       
INCORPORATED",,,,
154395,SOLENOID DC KRAU-MAF 254-5727,NA,NA,KRAU-MAF,254-5727,,SOLENOID,10326,EA,KRAUSS-MAFFEI CORPORATION,,,,
383716,SOLENOID FLAG MEASUREX 22000070,NA,COMML,MEASUREX,22000070,,SOLENOID,17025,EA,MEASUREX,,,,
86382,SOLENOID FUEL ANALYZER ROSEMONT 617902,NA,COMML,ROSEMONT,617902,,SOLENOID,9800,EA,ROSEMOUNT INCORPORATED,,,,
1114307,SOLENOID KIT AZO-INC 054-01102-04,NA,COMML,AZO-INC,054-01102-04,,SOLENOID,17378,EA,"AZO, INC.",,,,
1114305,SOLENOID KIT AZO-INC 301-475-02,NA,COMML,AZO-INC,301-475-02,,SOLENOID,17378,EA,"AZO, INC.",,,,
222615,SOLENOID KIT GUAR-ELC 16-C-120A,120V,NA,GUAR-ELC,16-C-120A,,SOLENOID,15401,EA,GUARDIAN ELECTRIC MANUFACTURING COMPANY,,,,
1043698,SOLENOID KIT NEUMAG 9223077003POS21,NA,COMML,NEUMAG,9223077003POS21,,SOLENOID,9008,EA,NEUMAG,,,,
331924,SOLENOID KIT NORGREN 54237-56,NA,COMML,NORGREN,54237-56,,SOLENOID,9009,EA,"NORGREN, C. A. COMPANY",,,,
1132405,SOLENOID KIT PARK-HAN PS5387,NA,COMML,PARK-HAN,PS5387,,SOLENOID,5777,EA,PARKER HANNIFIN CORPORATION,,,,
308529,SOLENOID LAMINATED BVS-INC E19C,110V,COMML,BVS-INC,E19C,,SOLENOID,19979,EA,BVS INC.,,,,
219649,SOLENOID LAMINATED SIGNODE 015314,120V,NA,SIGNODE,15314,,SOLENOID,5881,EA,SIGNODE CORPORRATION,,,,
1064944,SOLENOID LIFT BPR-RICO 41010008,NA,COMML,BPR-RICO,41010008,,SOLENOID,20010,EA,BPR/RICO EQUIPMENT,,,,
310116,SOLENOID MOTOR WASCATOR 471.67.53-58,242V,COMML,WASCATOR,471.67.53-58,,SOLENOID,19992,EA,WASCATOR,,,,
205979,SOLENOID MTR BRAKE SHUP-BRICK 643954800,240V,NA,SHUP-BRICK,643954800,,SOLENOID,17847,EA,SHUPPER BRICKLE,,,,
333252,SOLENOID PACESETTER BETZ-DEAR 403060,NA,COMML,GE-BETZ,403060,,SOLENOID,27695,EA,GE WATER TECHNOLIGIES.,,,,
1280180,SOLENOID PILOT PARK-HAN S6A 201681,110VAC,NA,PARK-HAN,201681,,SOLENOID,5777,EA,PARKER HANNIFIN CORPORATION,,,,
291630,SOLENOID POT HARNSFGR 981A82,NA,NA,HARNSFGR,981A82,,SOLENOID,16120,EA,"HARNISCHFEGER INDUSTRIES, INC.",,,,
1162138,SOLENOID PRINT WESTRONC 33612,NA,COMML,WESTRONC,33612,,SOLENOID,11701,EA,WESTRONICS INCORPORATED,,,,
1140183,SOLENOID PRINT ASSY WESTRONC A29646,NA,COMML,WESTRONC,A29646,,SOLENOID,11701,EA,WESTRONICS INCORPORATED,,,,
73975,SOLENOID PULSE SURF-COMB 1200-2-203,NA,COMML,SURF-COMB,1200-2-203,3202-S-012,SOLENOID,10332,EA,SURFACE COMBUSTION INCORPORATED,,,,
145736,SOLENOID PUMP MOT-TRUC SAS-4401-EE206562,24V,NA,MOT-TRUC,SAS-4401-EE/206562,,SOLENOID,15660,EA,"MOTO-TRUC, DIVISION OF DIGGLE EQUIPMENT",,,,
350625,SOLENOID PUSHROD L&N 078212,NA,COMML,LEED-NOR,78212,,SOLENOID,11570,EA,LEEDS & NORTHRUP COMPANY,,,,
352957,SOLENOID ROTARY CLIFTRON R2800R09025,NA,STEEL,CLIFTRON,R2800R09025,,SOLENOID,20616,EA,CLIFTRONICS INCORPORATED,,,,
194651,SOLENOID ROTARY GE CR9500B101A2A,115V,NA,GE,CR9500B101A2A,,SOLENOID,5351,EA,GENERAL ELECTRIC COMPANY,,,,
323084,SOLENOID ROTARY GE CR9503206BAB201,220V,COMML,GE,CR9503206BAB201,,SOLENOID,5351,EA,GENERAL ELECTRIC COMPANY,,,,
323085,SOLENOID ROTARY GE CR9503211EAB272,220V,COMML,GE,CR9503211EAB272,,SOLENOID,5351,EA,GENERAL ELECTRIC COMPANY,,,,
1002364,SOLENOID ROTARY OHMART 981139OH032,NA,COMML,OHMART,981139OH032,,SOLENOID,10538,EA,OHMART/VEGA,,,,
358980,SOLENOID ROTARY SENTRONIC 4-09CCW,24VDC,COMML,SENTRONIC,4-09CCW,84D30A,SOLENOID,19889,EA,SENTRONIC INTERNATIONAL,,,,
243878,SOLENOID ROTARY SIEM-DEM DF63323849,24V,NA,SIEM-DEM,DF63323849,,SOLENOID,21169,EA,SIEMENS DEMATIC,,,,
1053917,SOLENOID SEALMATIC DURIRON AY39206A,"1/4""",ZINC,DURIRON,AY39206A,,SOLENOID,9403,EA,"DURIRON COMPANY, INCORPORATED",,,,
252858,SOLENOID SHUTTER MONI-LAB 80030091-1,NA,NA,MONI-LAB,80030091-1,,SOLENOID,15132,EA,MONITOR LABS,,,,
344495,SOLENOID SHUTTER ASSY AMETEK 407047901,NA,COMML,AMETEK,407047901,,SOLENOID,5559,EA,AMETEK INCORPORATED,,,,
325387,SOLENOID SOLENOID SKINNER V55DB2075,"1-1/2""",COMML,SKINNER,V55DB2075,,SOLENOID,11604,EA,"SKINNER VALVE DIVISION, HONEYWELL INC.",,,,
67132,SOLENOID SPAN MONI-LAB 80540136,NA,NA,MONI-LAB,80540136,,SOLENOID,15132,EA,MONITOR LABS,,,,
60746,SOLENOID STARTER DELCO-C 1-D-980,NA,NA,DELCO-C,1-D-980,,SOLENOID,10925,EA,"DELCO CHASSIS DIVISION, GENERAL MOTORS",,,,
86986,SOLENOID STARTER KOHLER 291891,NA,COMML,KOHLER,291891,,SOLENOID,11876,EA,KOHLER CO.,,,,
1053397,SOLENOID STARTER METRON 3055737,24VDC,STEEL,METRON,3055737,,SOLENOID,9539,EA,METRON,,,,
235185,SOLENOID STEPPING HUMPHREY 250AE1,120V,NA,HUMPHREY,250AE1,,SOLENOID,9495,EA,HUMPHREY PRODUCTS,,,,
46865,SOLENOID SWEEPER MOD 240 TENNANT 473563,30A,NA,TENNANT,473563,,SOLENOID,10511,EA,TENNANT COMPANY,,,,
49449,SOLENOID TRACK MOBILE ECHLIN ST-113,12VDC,NA,ECHLIN,ST-113,,SOLENOID,10665,EA,"ECHLIN, INCORPORATED",,,,
262697,SOLENOID TUBULAR GUAR-ELC TP8X9 CONTINUS,24VDC,NA,GUAR-ELC,TP8X9,,SOLENOID,15401,EA,GUARDIAN ELECTRIC MANUFACTURING COMPANY,,,,
361614,SOLENOID VLV MAC-VLVE 912B-PM-501CA-0476,NA,COMML,MAC-VLVE,912B-PM-501CA-0476,,SOLENOID,10654,EA,"MAC VALVES, INCORPORATED",,,,
303799,SOLENOID WELDER MILLR-GR 116517,NA,COMML,MILLR-GR,116517,,SOLENOID,5675,EA,MILLER GROUP LIMITED,,,,
370334,SWITCH PRES SOR-INC 4NN-K4-W4-C2A-YYTTGC,NA,COMML,SOR-INC,4NN-K4-W4-C2A-YYTTGC,,SWITCH,10142,EA,"SOR, INCORPORATED",,,,
1157954,SWITCH PRESS ASCO XSB12-DKTX-13293,3-100PSI,STEEL,ASCO,XSB12-DKTX-13293,,SWITCH,7941,EA,AUTOMATIC SWITCH COMPANY,,,,
78473,SWITCH PRESS ASHCROFT B420BXFM7KG/CM2,0-7KG/CM2,COMML,ASHCROFT,B420BXFM7KG/CM2,,SWITCH,10789,EA,"ASHCROFT DRESSER INSTRUMENT DIVISION,                                  
DRESSER INDUSTRIES, INCORPORATED",,,,
1111085,"SWITCH PRESS ASHCROFT B420SXNH30""HG VAC","0-30""HG VAC",COMML,ASHCROFT,"B420SXNH30""HG VAC",,SWITCH,10789,EA,"ASHCROFT DRESSER INSTRUMENT DIVISION,                                  
DRESSER INDUSTRIES, INCORPORATED",,,,
29347,SWITCH PRESS ASHCROFT B424BXFS2KG/CM,0-2KG/CM,NA,ASHCROFT,B424BXFS2KG/CM,,SWITCH,10789,EA,"ASHCROFT DRESSER INSTRUMENT DIVISION,                                  
DRESSER INDUSTRIES, INCORPORATED",,,,
78471,SWITCH PRESS ASHCROFT B424BXRN100PSI,0-100PSI,COMML,ASHCROFT,B424BXRN100PSI,,SWITCH,10789,EA,"ASHCROFT DRESSER INSTRUMENT DIVISION,                                  
DRESSER INDUSTRIES, INCORPORATED",,,,
1110569,"SWITCH PRESS ASHCROFT B424T30""HG-60PSI","30""HG VAC-60PSI",COMML,ASHCROFT,"B424T30""HG-60PSI",,SWITCH,10789,EA,"ASHCROFT DRESSER INSTRUMENT DIVISION,                                  
DRESSER INDUSTRIES, INCORPORATED",,,,
334162,SWITCH PRESS ASHCROFT B424VXFM15PSI,0-15PSI,COMML,ASHCROFT,B424VXFM15PSI,,SWITCH,10789,EA,"ASHCROFT DRESSER INSTRUMENT DIVISION,                                  
DRESSER INDUSTRIES, INCORPORATED",,,,
1157792,SWITCH PRESS ASHCROFT B724SXCN06600PSI,0-600PSI,STEEL,ASHCROFT,B724SXCN06600PSI,,SWITCH,10789,EA,"ASHCROFT DRESSER INSTRUMENT DIVISION,                                  
DRESSER INDUSTRIES, INCORPORATED",,,,
1094045,"SWITCH PRESS ASHCROFT B726BXK330""H2OVAC","0-30""H2O VAC",BUNA-N,ASHCROFT,"B726BXK330""H2OVAC",,SWITCH,10789,EA,"ASHCROFT DRESSER INSTRUMENT DIVISION,                                  
DRESSER INDUSTRIES, INCORPORATED",,,,
166545,SWITCH PRESS ASHCROFT D422VXFMFP1000PSI,1000PSI,NA,ASHCROFT,D422VXFMFP1000PSI,,SWITCH,10789,EA,"ASHCROFT DRESSER INSTRUMENT DIVISION,                                  
DRESSER INDUSTRIES, INCORPORATED",,,,
1217792,SWITCH PRESS ASHCROFT PPSN7JS07XFS200PSI,0-200PSI,COMML,ASHCROFT,PPSN7JS07XFS200PSI,,SWITCH,10789,EA,"ASHCROFT DRESSER INSTRUMENT DIVISION,                                  
DRESSER INDUSTRIES, INCORPORATED",,,,
88760,SWITCH PRESS ASHCROFT B424BXG6 X66-FSNH ,NA                ,COMML         ,ASHCROFT       ,B424BXG6 X66-FSNH             ,                ,SWITCH,10789,EA,"ASHCROFT DRESSER INSTRUMENT DIVISION,                                  
DRESSER INDUSTRIES, INCORPORATED",,,,
1115171,SWITCH PRESS BARKS-CO D1T-M80SS-EXI,NA,COMML,BARKS-CO,D1T-M80SS-EXI,,SWITCH,8917,EA,BARKSDALE CONTROL DIVISION,,,,
1067987,SWITCH PRESS BARKS-CO MSPS-JJ100-Q78,10-100PSI,COMML,BARKS-CO,MSPS-JJ100-Q78,,SWITCH,8917,EA,BARKSDALE CONTROL DIVISION,,,,
1097493,SWITCH PRESS BARKS-CO P1X-J340SS-V,6-340PSI,COMML,BARKS-CO,P1X-J340SS-V,,SWITCH,8917,EA,BARKSDALE CONTROL DIVISION,,,,
373583,SWITCH PRESS BETA-INS C1P508HS2NS2G1,0-21.5BAR,COMML,BETA-INS,C1P508HS2NS2G1,,SWITCH,11329,EA,"BETA INSTRUMENTS, INCORPORATED",,,,
1245453,SWITCH PRESS BINDER C1-P301L-S1N-S4-G1-R,2-15BAR,COMML,BINDER,C1-P301L-S1N-S4-G1-R,,SWITCH,22497,EA,BINDER GMBH,,,,
1213689,SWITCH PRESS CARRIER 17P11-1022,NA,COMML,CARRIER,17P11-1022,,SWITCH,9251,EA,CARRIER CORPORATION,,,,
1262829,SWITCH PRESS CARRIER HK06CA-402,24A 120V,COMML,CARRIER,HK06CA-402,,SWITCH,9251,EA,CARRIER CORPORATION,,,,
1115816,SWITCH PRESS CLEV-CON AFS-222-3ZM92,".05-12""H2O",COMML,CLEV-CON,AFS-222-3ZM92,,SWITCH,10832,EA,CLEVELAND CONTROLS INCORPORATED,,,,
1104447,SWITCH PRESS DWYER-IN 1823-20-MIL-EXPL,"3-22""H2O",COMML,DWYER-IN,1823-20-MIL-EXPL,,SWITCH,9986,EA,"DWYER INSTRUMENTS, INCORPORATED",,,,
1005758,SWITCH PRESS DWYER-IN 1911-1-WP,".4-1.6""H2O",COMML,DWYER-IN,1911-1-WP,,SWITCH,9986,EA,"DWYER INSTRUMENTS, INCORPORATED",,,,
213545,"SWITCH PRESS DWYER-IN 1950-00 .07-.15""WC","1/8""NPT",NA,DWYER-IN,1950-00,,SWITCH,9986,EA,"DWYER INSTRUMENTS, INCORPORATED",,,,
1199777,SWITCH PRESS DWYER-IN 1950G-1-B-120,"0.4-1.6""",COMML,DWYER-IN,1950G-1-B-120,,SWITCH,9986,EA,"DWYER INSTRUMENTS, INCORPORATED",,,,
1204947,SWITCH PRESS DWYER-IN 1950P-25FSTPRESET,NA,COMML,DWYER-IN,1950P-25FSTPRESET,,SWITCH,9986,EA,"DWYER INSTRUMENTS, INCORPORATED",,,,
1300499,SWITCH PRESS DWYER-IN 3000-00-MR-TAMP,"0-.25""H2O 1/8""NPTF",NA,DWYER-IN,3000-00-MR-TAMP,,SWITCH,9986,EA,"DWYER INSTRUMENTS, INCORPORATED",,,,
1244320,SWITCH PRESS DWYER-IN A3100-LT-RMR,"0/100"" WATER",COMML,DWYER-IN,A3100-LT-RMR,,SWITCH,9986,EA,"DWYER INSTRUMENTS, INCORPORATED",,,,
1201315,SWITCH PRESS DWYER-IN 1950-02-2S        ,NA                ,COMML         ,DWYER-IN       ,1950-02-2S                    ,                ,SWITCH,9986,EA,"DWYER INSTRUMENTS, INCORPORATED",,,,
214471,SWITCH PRESS GEMS-SEN PSE-1-4M-B-HC,4PSI,NA,GEMS-SEN,PSE-1-4M-B-HC,,SWITCH,25723,EA,GEMS SENSORS,,,,
88763,SWITCH PRESS GRINNELL PSS-120           ,NA                ,COMML         ,GRINNELL       ,PSS-120                       ,                ,SWITCH,5364,EA,ITT GRINNELL CORPORATION,,,,
1050335,SWITCH PRESS HOST-HYD 88-SB-2/1507,NA,COMML,HOST-HYD,88-SB-2/1507,,SWITCH,23781,EA,HOSTA HYDRAULIEK BV,,,,
1099144,SWITCH PRESS KONU-KES 21D015K2AV8515,0-.6BAR,COMML,KONU-KES,21D015K2AV8515,,SWITCH,22503,EA,KONUS KESSEL,,,,
1182049,SWITCH PRESS LABO-M-T BE4201-A2057-L422-,0-6BAR,COMML,LABO-M-T,BE4201-A2057-L4220-DR100-A300-,,SWITCH,52000,EA,"LABOM MEASUREMENT TECHNOLOGY PRESSURE                                  
SWITCH. COMPLETE MODEL NUMBER AS                                       
FOLLOWS:                                                               
BE4201-A2057-L4220-DR1100-A3001-L14",,,,
1000947,SWITCH PRESS MANN-KIENZ 341-058-000-0,.5-10BAR,COMML,MANN-KIENZ,341-058-000-0,,SWITCH,8866,EA,MANNESMANN KIENZLE GMBH,,,,
217530,SWITCH PRESS NETZSCH 629136,NA,NA,NETZSCH-I,629136,,SWITCH,15366,EA,NETZSCH INCORPORATED,,,,
25521,SWITCH PRESS SAGINOMIYI DNS-D606M 8-30KG,8-30KGF/CM2,NA,SAGINOMIYI,DNS-D606M,,SWITCH,10246,EA,SAGINOMIYI TOKYO JAPAN,,,,
1155809,SWITCH PRESS SAUTER DSN46F001A2906,1-10BAR,COMML,SAUTER,DSN46F001A2906,,SWITCH,17104,EA,SAUTER AG,,,,
1213186,SWITCH PRESS SIRCO-MF NM183-D,NA,COMML,SIRCO-MF,NM183-D,,SWITCH,11903,EA,SIRCO MANUFACTURING,,,,
88474,SWITCH PRESS SIRCO-MF 225-F1-AB1-AAA    ,NA                ,COMML         ,SIRCO-MF       ,225-F1-AB1-AAA                ,                ,SWITCH,11903,EA,SIRCO MANUFACTURING,,,,
1178772,SWITCH PRESS SMC-PNEU PS1000-R07L,-.1/.45MPA 24VDC,COMML,SMC-PNEU,PS1000-R07L,,SWITCH,17199,EA,"SMC PNEUMATICS, INC.",,,,
1011992,SWITCH PRESS SOR 103AD-EF212-N1-C1A-TT,"7-100""H2O",COMML,SOR-INC,103AD-EF212-N1-C1A-TT,,SWITCH,10142,EA,"SOR, INCORPORATED",,,,
371703,SWITCH PRESS SOR-INC 12L-K614-S1-C5A-GG,NA,COMML,SOR-INC,12L-K614-S1-C5A-GG,,SWITCH,10142,EA,"SOR, INCORPORATED",,,,
45313,SWITCH PRESS SOR-INC 12N4KK5M4C2ATTYYX21,.75-12PSI,NA,SOR-INC,12N4KK5M4C2ATTYYX21,,SWITCH,10142,EA,"SOR, INCORPORATED",,,,
1142518,SWITCH PRESS SOR-INC 4BA-KB5-S1-A1A,3-50PSI,COMML,SOR-INC,4BA-KB5-S1-A1A,,SWITCH,10142,EA,"SOR, INCORPORATED",,,,
1243636,SWITCH PRESS SOR-INC 4N3-KA5-M4-C2AX1,0.2-3.5BAR,COMML,SOR-INC,4N3-KA5-M4-C2AX1,,SWITCH,10142,EA,"SOR, INCORPORATED",,,,
1113008,SWITCH PRESS SOR-INC 56AH-EF316-M1-C2A,-15/80PSI 5A 250V,SS316,SOR-INC,56AH-EF316-M1-C2A,,SWITCH,10142,EA,"SOR, INCORPORATED",,,,
45307,SWITCH PRESS SOR-INC 5NNKK5M2C2ATT,35-375PSI,NA,SOR-INC,5NNKK5M2C2ATT,,SWITCH,10142,EA,"SOR, INCORPORATED",,,,
317452,SWITCH PRESS SOR-INC 5SC-AA5-N2-C2A-YYLL,25-375PSI,COMML,SOR-INC,5SC-AA5-N2-C2A-YYLL,,SWITCH,10142,EA,"SOR, INCORPORATED",,,,
1243630,SWITCH PRESS SOR-INC 6B3-KA3-J4-C2A-TT-C,.8-7BAR,COMML,SOR-INC,6B3-KA3-J4-C2A-TT-CL,,SWITCH,10142,EA,"SOR, INCORPORATED",,,,
1098470,SWITCH PRESS SOR-INC 6BA-KB45-W4-J2A-TT,25-275PSI,COMML,SOR-INC,6BA-KB45-W4-J2A-TT,,SWITCH,10142,EA,"SOR, INCORPORATED",,,,
1243647,SWITCH PRESS SOR-INC 6N3-KA5-M2-C2A,1.4-12.4BAR,COMML,SOR-INC,6N3-KA5-M2-C2A,,SWITCH,10142,EA,"SOR, INCORPORATED",,,,
45309,SWITCH PRESS SOR-INC 6NNK5N4C2ATTMMYYX21,20-180PSI,NA,SOR-INC,6NNK5N4C2ATTMMYYX21,,SWITCH,10142,EA,"SOR, INCORPORATED",,,,
1137402,SWITCH PRESS SOR-INC 9ASAF45U8C1A,120V,COMML,SOR-INC,9ASAF45U8C1A,,SWITCH,10142,EA,"SOR, INCORPORATED",,,,
51151,"SWITCH PRESS TRANE CNT1599 15"" 100PSI","15""-100PSI",NA,TRANE,CNT1599,,SWITCH,10320,EA,TRANE COMPANY,,,,
1271987,SWITCH PRESS UNITD-EL A360-2S1-M201-M446,5A 125V,INCONEL,UNITD-EL,A360-2S1-M201-M446,,SWITCH,9830,EA,UNITED ELECTRIC CONTROLS COMPANY,,,,
1288894,SWITCH PRESS UNITD-EL H100-192-0140-M446,15-300PSI,NA,UNITD-EL,H100-192-0140-M446-M201/SEAL,,SWITCH,52653,EA,"UNITED ELECTRIC PRESSURE SWITCH, PART                                  
NUMBER H100-192-0140-M446-M201-M407                                    
PRESSURE RANGE :15-300PSI                                              
SEAL PART NUMBER :                                                     
50-202SS-04T-CF150#RF",,,,
177941,SWITCH PRESS UNITD-EL J120-190-1180-M315,5-30PSI,NA,UNITD-EL,J120-190-1180-M315,,SWITCH,9830,EA,UNITED ELECTRIC CONTROLS COMPANY,,,,
1174416,SWITCH PRESS UNITD-EL J120-S126B-RCX211-,"30-3""HG VAC",TANTALUM,UNITD-EL,J120-S126B-RCX2115TALS1,,SWITCH,51849,EA,"UNITED ELECTRIC PRESSURE SWITCH WITH                                   
MANSFIELD AND GREEN RC SERIES DIAPHRAGM                                
SEAL, ASSEMBLED AND TESTED PER DUPONT                                  
STANDARD R216P. COMPLETE MODEL NUMBERS                                 
AS FOLLOWS:                                                            
SWITCH MODEL NUMBER:                                                   
J120-S126B                                                             
M&G DIAPHRAGM SEAL MODEL NUMBER:                                       
RCX2115TALS1                                                           
FILL FLUID:                                                            
DC200",,,,
256953,SWITCH PRESS UNITD-EL J402-358-9929/SEAL,0-200PSI,NA,UNITD-EL,J402-358-9929/SEAL,,SWITCH,13933,EA,"UNITED ELECTRIC PRESSURE SWITCH MOUNTED                                
TO A MANSFIELD & GREEN DIAPHRAGM SEAL.                                 
FILL FLUID TO BE SILICONE DC550.                                       
                                                                       
SWITCH NUMBER: J-402-358-9929                                          
SEAL NUMBER: SC1221HHAXXDC550",,,,
88756,SWITCH PRESS WARD-IRN 1011914           ,NA                ,COMML         ,WARD-IRN       ,1011914,                ,SWITCH,11926,EA,WARD IRONWORKS LTD,,,,
1206884,SWITCH PRESS ALARM IMO-IND D2T-B3-UL,.03-3PSI,COMML,IMO-IND,D2T-B3-UL,,SWITCH,9437,EA,"IMO INDUSTRIES, INCORPORATED",,,,
1285260,SWITCH PRESS ASSY UNITD-EL PA-J6-354,NA,NA,UNITD-EL,PA-J6-354,,SWITCH,9830,EA,UNITED ELECTRIC CONTROLS COMPANY,,,,
44056,SWITCH PRESS BAKRS-CO EPD1H-CC40-010,30-150PSI,NA,BARKS-CO,EPD1H-CC40-010,,SWITCH,8917,EA,BARKSDALE CONTROL DIVISION,,,,
238104,SWITCH PRESS GW3A4-A000 MAXON-CP 326022,".4-3MBAR 1/4""NPT",NA,MAXON-CP,326022,,SWITCH,10518,EA,MAXON CORPORATION,,,,
46483,SWITCH PRESS INDICATE TRERICE 7926685,0-1200KPA,NA,TRERICE,7926685,,SWITCH,9546,EA,"H. O. TRERICE, COMPANY",,,,
80581,SWITCH PRESSURE ABB 3616497-1050,1A 115V,COMML,ABB,3616497-1050,,SWITCH,8895,EA,ASEA BROWN BOVERI INCORPORATED,,,,
80759,SWITCH PRESSURE ABB 43034,0-30PSI,COMML,ABB,43034,,SWITCH,8895,EA,ASEA BROWN BOVERI INCORPORATED,,,,
1228301,SWITCH PRESSURE AIRTROL F-4200-60-FM,NA,COMML,AIRTROL,F-4200-60-FM,,SWITCH,19891,EA,"AIRTROL COMPONENTS, INC.",,,,
229133,SWITCH PRESSURE ALLEN-BR 836T-NX383057,NA,NA,ALLEN-BR,836T-NX383057,,SWITCH,7766,EA,ALLEN-BRADLEY COMPANY,,,,
1231282,SWITCH PRESSURE ALLEN-BR 836T-T262J,24-250PSI,COMML,ALLEN-BR,836T-T262J,,SWITCH,7766,EA,ALLEN-BRADLEY COMPANY,,,,
271594,SWITCH PRESSURE ALLEN-BR 836T-T352J,NA,NA,ALLEN-BR,836T-T352J,,SWITCH,7766,EA,ALLEN-BRADLEY COMPANY,,,,
63532,SWITCH PRESSURE AMER-STD SWT-753,NA,NA,AMER-STD,SWT-753,,SWITCH,11504,EA,AMERICAN STANDARD INCORPORATED,,,,
45848,SWITCH PRESSURE AMETEK 3050 0-2100KPA,"1/4""X4-1/2""",NA,AMETEK,3050,,SWITCH,5559,EA,AMETEK INCORPORATED,,,,
1095235,SWITCH PRESSURE ASCO HB31A214,"1/4"" 15PSI",COMML,ASCO,HB31A214,,SWITCH,7941,EA,AUTOMATIC SWITCH COMPANY,,,,
